('plus', 0.05157341769716075)
('minus', 0.03924064390001361)
('y', 0.034571740771953026)
('squared', 0.02327905305846439)
('0', 0.014575096305719343)
('1', 0.012146637288123008)
('x', 0.010769390406954737)
('separable', 0.007848128780002723)
('2', 0.007459129707005433)
('dy', 0.006726967525716619)
('linear', 0.006726967525716619)
('negative', 0.006314479387112669)
('solution', 0.006207747482257171)
('c', 0.0054436624140246)
('equal', 0.004913710241198952)
('multiply', 0.00465388818083983)
('constant', 0.004155428545936818)
('solve', 0.003989047012148426)
('3', 0.003876980546503706)
('variable', 0.0036769455986022524)
('multiplying', 0.0036769455986022524)
('arbitrary', 0.003324205843457022)
('implicit', 0.003324205843457022)
('4', 0.002983651882802173)
("let's", 0.0029750599013544433)
('integral', 0.0027577091989516894)
('explicit', 0.0027577091989516894)
('anyway', 0.0023279053058464392)
('hopefully', 0.0022423225085722066)
('class', 0.0021538780813909475)
('just', 0.002139569931855817)
('condition', 0.0020596568547838453)
('dependent', 0.001994523506074213)
('have', 0.0018828215400331192)
('satisfies', 0.0018384727993011262)
('completing', 0.0018384727993011262)
("that's", 0.0017658524257786132)
("they're", 0.001723102465112758)
("we're", 0.0017221307419398187)
("it's", 0.0015119108434458314)
('non', 0.0014884749040442653)
('actually', 0.00136091560350615)
("i'll", 0.0013229219880151026)
('third', 0.0012837419591134904)
('colors', 0.0011211612542861033)
('solving', 0.0011211612542861033)
('straightforward', 0.0011211612542861033)
('anyways', 0.0011211612542861033)
('subtract', 0.0011211612542861033)
('solved', 0.0011211612542861033)
('traditional', 0.0011211612542861033)
('add', 0.0010887324828049202)
('sides', 0.001052433798353717)
('someone', 0.0009945506276007243)
('multiplied', 0.0009945506276007243)
('separated', 0.0009589450490623426)
("you'll", 0.0009589450490623426)
('square', 0.0009449442771536446)
('really', 0.0009449442771536446)
('nicer', 0.0009192363996505631)
('separately', 0.0009192363996505631)
('review', 0.0009192363996505631)
('functions', 0.0009192363996505631)
('undefined', 0.0009192363996505631)
("i'm", 0.0009154030465705978)
('domain', 0.0007759684352821464)
('function', 0.0007759684352821464)
('labelled', 0.0007759684352821464)
('over', 0.0007702451754680942)
('using', 0.0007442374520221326)
("you're", 0.0007442374520221326)
("doesn't", 0.0007442374520221326)
('form', 0.0007063409703114452)
('separate', 0.0006865522849279484)
('g', 0.0006648411686914044)
('figured', 0.0006648411686914044)
('goal', 0.0006648411686914044)
('exercises', 0.0005740435806466062)
('depending', 0.0005740435806466062)
('scroll', 0.0005740435806466062)
("what's", 0.0005669665662921868)
('terms', 0.0005443662414024601)
("i've", 0.0005443662414024601)
('pick', 0.0005443662414024601)
('fairly', 0.0005443662414024601)
('get', 0.0005385181401421892)
('equals', 0.0004972753138003621)
('independent', 0.0004972753138003621)
('original', 0.0004577015232852989)
('becomes', 0.0004577015232852989)
('root', 0.0004577015232852989)
('regular', 0.0004577015232852989)
('value', 0.0004577015232852989)
('expression', 0.0004577015232852989)
("don't", 0.000456247484389216)
('bit', 0.000456247484389216)
('anything', 0.000456247484389216)
('side', 0.00044313002035945974)
("we'd", 0.0004307756162781895)
('partial', 0.0003721187260110663)
('previous', 0.0003721187260110663)
('term', 0.0003721187260110663)
("wasn't", 0.0003721187260110663)
('conditions', 0.0003721187260110663)
("you'd", 0.0003721187260110663)
('satisfied', 0.0003531704851557226)
('respect', 0.0003531704851557226)
('point', 0.00034233118909693074)
('us', 0.00034233118909693074)
('first', 0.0003231108840853135)
("won't", 0.0003196483496874476)
('introduce', 0.0003196483496874476)
('relative', 0.0003196483496874476)
('disappeared', 0.0003196483496874476)
('positive', 0.0003196483496874476)
('showed', 0.0003196483496874476)
('looks', 0.0003041649895928107)
('due', 0.0003041649895928107)
('exercise', 0.00027218312070123005)
('satisfy', 0.00027218312070123005)
('learning', 0.00027218312070123005)
('gives', 0.00027218312070123005)
('ordinary', 0.00027218312070123005)
('even', 0.00023544699010381507)
